ID,Nest,1st egg laid,Year,Date collection,Date collection num,Egg number collected,Time collection,Temperature - time of collection,Accumulated rain until collection,Clutch number,Female,Prop Lauric (SFA),Prop Myristic acid (SFA),Prop 15_0 (SFA),Prop Palmitic acid (SFA),Prop 17_0 (SFA),Prop Stearic (SFA),Prop Total SFA,Prop 14_1 (MUFA),Prop Oleic acid (MUFA),Prop 16:1n-9 (MUFA),Prop Palmitoleic acid (MUFA),Prop cis-vaccenic acid (MUFA),Prop Gondoic acid (MUFA),Prop 20:1n-7 (MUFA),Prop Total MUFA,Prop alfa-linolenic acid (n-3 PUFA),Prop EPA (n-3 PUFA),Prop DPA (n-3 PUFA),Prop DHA (n-3 PUFA),Prop Total n-3 PUFA,Prop 16:02 (n-6 PUFA),Prop gamma-linolenic (n-6 PUFA),Prop Linoleic acid (n-6 PUFA),Prop pinoleic acid (n-6 PUFA),Prop Eicosadienoic acid (n-6 PUFA),Prop dihomo-gamma-linolenic acid (n-6 PUFA),Prop eicosatrienoic acid (n-6 PUFA),Prop Arachidonic acid (n-6 PUFA),Prop 22:4n-6 (n-6 PUFA),Prop 22:5n-6 (n-6 PUFA),Prop Total n-6 PUFA,Prop 18:2 (n-9 PUFA),Prop Total n-9 PUFA,Prop Ratio n6/n3,Temp 3 days before,Mean accumulated rain 3 days previous
87,127,16-Apr-16,2016,20-Apr-16,4.2,4,10:58:00 AM,13.75,0,1,C3K 6029,0.008947205,0.305210863,0.074423243,14.56974247,0.474360198,9.10902957,24.54171355,NA,24.05920923,1.222505255,0.785106293,2.040447619,0.082704554,0.299157376,28.48913033,1.083547192,0.22351184,1.002462425,0.138489096,2.448010553,0.255362461,0.156709014,35.16306457,4.020173643,0.685807664,0.80512795,0.33950688,2.049125016,0.29184627,NA,43.76672347,0.754422113,0.754422113,17.87848644,7.71,9.93
88,151,17-Apr-16,2016,20-Apr-16,4.2,4,10:46:00 AM,13.5,0,1,C3F 8903,0.009414624,0.279407979,0.070890112,15.55131908,0.448916543,7.717731955,24.07768029,NA,27.17769482,1.061074022,0.994655657,2.208041153,0.064378592,0.32174758,31.82759182,1.093043477,0.201602123,0.996050553,0.111528026,2.402224179,0.192973744,0.152308606,32.84920576,3.530506207,0.698046271,0.832049732,0.330567894,2.138422913,0.325360929,NA,41.04944206,0.643061645,0.643061645,17.08809794,7.71,9.93
90,203,16-Apr-16,2016,20-Apr-16,4.2,5,9:48:00 AM,12.5,0,1,NA,0.008346527,0.300553298,0.051173831,17.26201562,0.32859684,8.045338186,25.9960243,NA,44.59553187,2.072469318,0.660962449,1.247797677,0.070131913,0.627556979,49.27445021,0.765479737,0.219454093,1.021814994,0.148718782,2.155467606,0.042138571,0.086649405,19.68950118,0.017837361,0.308729789,0,0.321614822,1.763686019,0.301798465,NA,22.53195561,0.042102277,0.042102277,10.45339561,7.71,9.93
79,132,15-Apr-16,2016,18-Apr-16,4.18,4,10:15:00 AM,5.5,5.81,1,C3F 8935,0.008472192,0.470018173,0.145383827,18.68903348,0.663958558,8.010758327,27.98762456,NA,28.9565766,1.193831123,1.228080714,1.640201271,0.040226859,0.288956382,33.34787295,2.377419924,0.3220752,1.407215834,0.249911759,4.356622717,0.150097689,0.138576054,27.1519414,2.692759802,0.516722031,0.696006812,0.237224257,1.926729388,0.287151131,NA,33.79720856,0.510671222,0.510671222,7.757662474,9.15,0.4
84,131,16-Apr-16,2016,19-Apr-16,4.19,4,11:25:00 AM,14.5,4.13,1,C3F 8938,0.010382414,0.375509041,0.094219853,17.87895725,0.605993408,8.647870976,27.61293294,NA,24.87904241,1.090254091,1.300823742,2.403551214,0.060668728,0.243749162,29.97808935,0.775072243,0.3248076,1.32971195,0.155046718,2.584638511,0.201105081,0.19416084,31.64633934,3.031639814,0.547376807,0.68923203,0.264795074,2.423149948,0.290025257,NA,39.28782419,0.536515018,0.536515018,15.20051025,8.67,8.9
112,195,17-May-16,2016,20-May-16,5.2,4,1:50:00 PM,14.5,10.86,2,C3K 6134,0.011783879,0.397050072,0.118009274,24.43251703,0.742440923,7.241264645,32.94306582,NA,35.14489288,1.087259139,2.521519629,2.014705436,0.025712555,0.347342187,41.14143183,6.262759766,0.387252062,1.90358192,0.112451371,8.666045119,0.020928955,0.083418812,14.68076468,0.04913797,0.306352435,1.390883673,0.24748783,0.324202818,0.104860153,NA,17.20803733,0.041419907,0.041419907,1.985685176,9.35,1.63
85,111,17-Apr-16,2016,20-Apr-16,4.2,4,11:11:00 AM,14,0,1,C3K 7472,0.024232883,0.840459444,0.089169294,16.34119164,0.493379423,7.536717308,25.32514999,NA,24.32718667,0.890151803,0.909545528,2.130383416,0.08378205,0.322280505,28.66332997,1.11233303,0.17512648,0.930736189,0.141325521,2.35952122,0.210694378,0.152422127,34.04608887,3.920539379,0.831972705,1.039533933,0.413195843,1.982761277,0.314351497,NA,42.91156001,0.740438804,0.740438804,18.18655397,7.71,9.93
91,110,18-Apr-16,2016,21-Apr-16,4.21,4,10:56:00 AM,16.5,0,2,C3F 8942,0.159238942,0.528000474,0.093294294,16.77323851,0.548706747,7.936311934,26.0387909,NA,25.44118307,0.724125098,1.034662256,2.087723821,0.087040326,0.357501178,29.73223575,1.614017573,0.210108157,1.074085706,0.153000768,3.051212204,0.170560373,0.178454408,31.81604349,3.485917587,0.753112261,0.925318886,0.367358799,2.434876574,0.415891055,NA,40.54753343,0.630227718,0.630227718,13.28899163,8.22,9.88
111,102,17-May-16,2016,20-May-16,5.12,4,3:29:00 PM,15,11,2,C3K 6152,0.032845323,1.692706629,0.096722027,22.71990054,0.64024023,8.91899641,34.10141116,NA,28.16900006,0.777732379,1.581191055,1.769179045,0.047553002,0.288388768,32.63304431,3.812023713,0.25501508,1.609447944,0.215790307,5.892277044,0.071723676,0.149164747,21.03219594,1.864051862,0.535592589,0.789925474,0.2029998,2.122749084,0.253627087,NA,27.02203026,0.351237229,0.351237229,4.586008101,9.35,1.63
113,156,18-May-16,2016,21-May-16,5.21,4,8:01:00 AM,10,0,2,C3K 6691,0.012474313,0.557634304,0.097717066,24.22277279,0.598665088,8.361714267,33.85097783,NA,35.39037224,1.035296223,2.160871539,1.629215015,0.030422694,0.309774779,40.55595249,9.570700269,0.540660703,2.362011445,0.174607452,12.64797987,0.016014212,0.062096931,10.50827847,0.170715027,0.198830354,1.191559507,0.196008616,0.478463329,0.068028292,NA,12.88999474,0.055095074,0.055095074,1.019134666,10.66,5.7
114,182,19-May-16,2016,23-May-16,5.23,5,9:00:00 AM,13,0,2,C3K 6133,0.013704854,0.581993438,0.114579496,24.29173083,0.755601472,8.270675453,34.02828554,NA,35.05510217,0.941563397,1.939199757,1.615895729,0.027550975,0.375034479,39.95434651,6.698765443,0.523552155,2.559237697,0.178593074,9.960148369,0.024293729,0.089824187,13.48588424,0.027009933,0.272779859,0.214183787,0,1.762607001,0.127341827,NA,16.00392456,0.053295021,0.053295021,1.6067958,14.55,NA
89,202,16-Apr-16,2016,20-Apr-16,4.2,4,9:47:00 AM,12.5,0,1,C3K 7165,0.009258374,0.33705631,0.094748666,22.85170117,0.501405728,7.764679081,31.55884933,NA,34.90386838,0.791644418,1.724060804,1.705356736,0.047498317,0.425329782,39.59775844,2.929664678,0.344419737,1.644754747,0.19027719,5.109116352,0.048456321,0.099677475,19.77796711,0.477233693,0.396187508,0.393061292,0.06779908,2.123492754,0.22500553,NA,23.60888076,0.125395127,0.125395127,4.620932298,7.71,9.93
92,145,18-Apr-16,2016,21-Apr-16,4.21,4,10:15:00 AM,16.5,0,1,C3K 6055,0.013242903,0.352215913,0.128118443,17.43093451,0.697216339,7.826432385,26.44816049,NA,26.20410254,1.001543938,1.711383641,2.516257017,0.059274655,0.272029253,31.76459104,2.514294044,0.731146222,2.282196311,0.174391812,5.702028389,0.172271126,0.172424149,27.99082362,2.843201521,0.550812148,0.678855171,0.254470004,2.57702142,0.219233987,NA,35.45911315,0.626106939,0.626106939,6.218684076,8.22,9.88
96,115,20-Apr-16,2016,23-Apr-16,4.23,4,11:24:00 AM,13.25,0,1,C3K 6106,0.014838489,0.323556799,0.108170435,18.69160425,0.524054336,7.631490055,27.29371436,NA,26.65357095,1.100039401,0.79406211,1.818500246,0.049494445,0.338429537,30.75409669,0.877817138,0.182987801,1.028938427,0.153812449,2.243555815,0.18716344,0.171145078,31.56978317,2.961438094,0.638375695,0.743901805,0.298133202,2.227477519,0.372711942,NA,39.17012995,0.538503185,0.538503185,17.45895051,11.42,0.05
86,119,16-Apr-16,2016,20-Apr-16,4.2,4,11:17:00 AM,14,0,1,NA,0.030712667,0.416473943,0.094096516,20.3865322,0.584140669,6.978403556,28.49035955,NA,24.05301962,0.827431961,1.187042521,1.55870519,0.069774819,0.248703346,27.94467746,1.031239979,0.248355344,0.940997111,0.142477159,2.363069593,0.221587194,0.203392774,30.65831519,4.458755806,0.626163827,1.061624462,0.483288951,2.190730723,0.442086511,NA,40.34594544,0.855947962,0.855947962,17.07353248,7.71,9.93
101,118,18-Apr-16,2016,25-Apr-16,4.25,4,9:19:00 AM,1.5,NA,1,NA,0.030220152,0.410979202,0.142441233,20.5353196,0.902915089,8.247631337,30.26950661,NA,28.60156588,0.814466759,0.873452194,1.471778745,0.047326102,0.310470656,32.11906034,1.762670414,0.157480724,1.042532306,0.167059061,3.129742505,0.102909212,0.199878015,27.16497329,2.139315428,0.58998833,0.691068903,0.22550424,2.506685727,0.484509731,NA,34.10483288,0.37685767,0.37685767,10.8970092,6.76,0.05
98,184,20-Apr-16,2016,23-Apr-16,4.23,4,10:13:00 AM,13,0,1,NA,0.022925314,0.359842685,0.146520098,23.07460707,0.529491506,7.984848344,32.11823502,NA,37.20867662,1.37828598,1.066965355,1.197832658,0.030859807,0.588185241,41.47080566,1.643094314,0.297525471,1.336068182,0.116516477,3.393204444,0.052501284,0.089763248,19.39226211,0.326958768,0.370952378,0.279054571,0.062413385,2.018230517,0.285723878,NA,22.87786014,0.139894746,0.139894746,6.742258097,11.42,0.05
100,143,21-Apr-16,2016,24-Apr-16,4.24,4,9:04:00 AM,3.5,0,1,C3K 6636,0.008858727,0.374088884,0.099828133,19.59082309,0.572889106,8.628714865,29.27520281,NA,26.16049542,1.144707729,1.292135777,2.144975387,0.046154258,0.249036861,31.03750543,2.075097208,0.342276235,1.694408337,0.181138298,4.292920078,0.161708138,0.129308226,27.91345162,2.717959935,0.615830207,0.6352484,0.25859236,2.12833525,0.336060212,NA,34.89649435,0.497877346,0.497877346,8.128847897,10.03,0.05
93,144,14-Apr-16,2016,22-Apr-16,4.22,4,10:36:00 AM,19.5,0,1,C3K 6637,0.011210903,0.317244604,0.090218441,15.33235204,0.53981136,8.561416105,24.85225345,NA,24.2949377,1.048864161,0.843130798,2.093200765,0.082459385,0.323140913,28.68573372,0.770460094,0.330947848,1.165193905,0.203910807,2.470512654,0.212881863,0.183668344,33.60728337,4.160763603,0.720429273,0.935638005,0.397233491,2.625551528,0.34694283,NA,43.19039231,0.801107866,0.801107866,17.48236029,9.97,1.38
94,170,19-Apr-16,2016,22-Apr-16,4.22,4,10:23:00 AM,19.5,0,1,C3K 6610,0.015796655,0.303032559,0.069111736,16.40487417,0.417964784,9.679915549,26.89069545,NA,31.41384909,1.355807568,0.5635799,1.749357182,0.063228896,0.445046134,35.59086877,0.492219254,0.141178123,0.798470449,0.209419127,1.641286953,0.140213763,0.130937668,28.87187495,2.426809709,0.590178134,0.664592577,0.260284874,1.974360528,0.366160331,NA,35.42541253,0.451736294,0.451736294,21.5839238,9.97,1.38
99,125,21-Apr-16,2016,24-Apr-16,4.24,4,8:56:00 AM,3,0,1,C3F 8044,0.009857765,0.350465577,0.032692497,16.34155552,0.589279574,8.468652086,25.79250302,NA,25.9363228,1.150381428,0.962107147,2.349003355,0.063364178,0.270958329,30.73213724,0.935673075,0.267541527,1.181028972,0.169439899,2.553683473,0.215977938,0.175446198,31.59513475,3.588019093,0.553558529,0.778939831,0.285774943,2.738632425,0.25792486,NA,40.18940857,0.732267709,0.732267709,15.73781911,10.03,0.05
104,99,24-Apr-16,2016,27-Apr-16,4.27,4,9:39:00 AM,1,0.07,1,C3K 7448,0.018414956,0.356597472,0.099067265,18.25460178,0.671165927,8.189539638,27.58938704,NA,27.92490367,1.040524434,1.063585228,1.764835557,0.059472714,0.311254863,32.16457647,1.166380842,0.268852995,1.119173827,0.229895833,2.784303497,0.145119037,0.191830462,28.86129269,3.036620579,0.57068861,0.837070778,0.305598784,2.581434385,0.324907041,NA,36.85456237,0.607170631,0.607170631,13.23654638,2.26,1.7
115,93,22-May-16,2016,27-May-16,5.27,4,11:57:00 AM,20.5,0.07,2,C3K 6114,0.021338974,0.656375504,0.112099456,25.29144697,0.595585958,7.043187879,33.72003474,NA,35.35039763,1.094485504,2.809513056,1.866859937,0.040766946,0.322594579,41.48461765,6.593690233,0.702128882,2.714057473,0.173290704,10.18316729,0.033195909,0.073521623,12.05934131,0.079819704,0.195108251,0.19803308,0,1.787459583,0.114453737,NA,14.5409332,0.071247115,0.071247115,1.427938163,11.83,10.74
106,167,17-Apr-16,2016,28-Apr-16,4.28,4,11:38:00 AM,6.5,0.56,1,C3K 6138,0.007352276,0.250222063,0.071120205,12.84207958,0.626395311,9.676210593,23.47338003,NA,22.90736909,0.668949938,0.442398298,2.264387521,0.113291919,0.326621301,26.72301807,0.433083641,0.214369956,0.946302331,0.254981868,1.848737796,0.191355075,0.179531662,35.41694388,5.228693117,0.873427012,1.059208253,0.53389387,2.999716948,0.387668928,NA,46.87043875,1.084425367,1.084425367,25.35266972,2.01,5.72
97,147,20-Apr-16,2016,23-Apr-16,4.23,4,9:55:00 AM,12,0,1,NA,0.010167008,0.398078481,0.138618138,19.97528255,0.64959994,9.01153728,30.1832834,NA,25.35632894,0.93347051,1.118581974,1.952806933,0.060857321,0.277693108,29.69973879,2.32010611,0.65898132,1.994374839,0.301325545,5.274787814,0.144830853,0.148150953,27.12373872,2.510930074,0.635271656,0.634114698,0.254942689,2.699486865,0.185653797,NA,34.33712031,0.505069701,0.505069701,6.509668543,11.42,0.05
102,103,24-Apr-16,2016,27-Apr-16,4.27,4,9:34:00 AM,1,0.07,1,NA,0.009036502,0.312338781,0.086464157,16.28755861,0.475264123,7.714836938,24.88549911,NA,23.85834851,0.830074701,0.915177113,2.157169022,0.078573778,0.360419719,28.19976284,0.705925298,0.261454549,1.202205668,0.208387358,2.377972873,0.192983455,0.171903861,34.12327623,3.993090326,0.875876563,1.216539572,0.393117533,2.386235925,0.400489396,NA,43.75351286,0.783252316,0.783252316,18.39950041,2.26,1.7
